,MPAA,distributor,dt_obj,genre,production_budget,runtime,title1,title2,total_revenues,day,month,season,sleeper,year
205,PG-13,Sony / Columbia,2005-06-24,Romantic Comedy,85000000,90,Bewitched (2005),Bewitched,84746800,24,6,2,0,2005
206,R,Paramount,2003-10-24,Romance,35000000,127,Beyond Borders (2003),Beyond Borders,6303500,24,10,4,0,2003
207,PG,Buena Vista,2016-07-01,Adventure,140000000,117,The BFG (2016),The BFG,39966500,1,7,3,0,2016
208,PG,Buena Vista,1999-12-17,Sci-Fi,100000000,131,Bicentennial Man (1999),Bicentennial Man,95726100,17,12,4,1,1999
209,G,Paramount,2011-02-11,Documentary,13000000,105,Justin Bieber: Never Say Never (2011),Justin Bieber:Never Say Never,79702200,11,2,1,0,2011
210,PG,Universal,2002-02-08,Family Comedy,15000000,87,Big Fat Liar (2002),Big Fat Liar,71417100,8,2,1,0,2002
211,PG-13,Sony / Columbia,2003-12-10,Fantasy Drama,70000000,125,Big Fish (2003),Big Fish,92367000,10,12,4,0,2003
212,PG-13,MGM,2005-02-18,Comedy,750000,106,Bigger Than the Sky (2005),Bigger Than the Sky,28600,18,2,1,0,2005
213,PG-13,Fox,2011-02-18,Action Comedy,32000000,107,"Big Mommas: Like Father, Like Son (2011)","Big Mommas:Like Father, Like Son",41388600,18,2,1,0,2011
214,PG-13,Fox,2000-06-02,Action Comedy,30000000,98,Big Momma's House (2000),Big Momma's House,187135400,2,6,2,0,2000
215,PG-13,Fox,2006-01-27,Action Comedy,40000000,99,Big Momma's House 2 (2006),Big Momma's House 2,91912100,27,1,1,0,2006
216,R,Paramount,2015-12-11,Drama,28000000,130,The Big Short (2015),The Big Short,69928900,11,12,4,1,2015
217,PG-13,Buena Vista,2002-04-05,Comedy,40000000,85,Big Trouble (2002),Big Trouble,10732100,5,4,2,0,2002
218,R,Lionsgate,2013-04-26,Romantic Comedy,35000000,89,The Big Wedding (2013),The Big Wedding,22340100,26,4,2,0,2013
219,PG,Fox,2011-10-14,Comedy,41000000,100,The Big Year (2011),The Big Year,7784800,14,10,4,0,2011
220,PG-13,DreamWorks,2003-01-31,Action / Crime,24000000,111,Biker Boyz (2003),Biker Boyz,31412700,31,1,1,0,2003
221,R,Sony / Columbia,2012-12-19,Thriller,40000000,157,Zero Dark Thirty (2012),Zero Dark Thirty,103420700,19,12,4,0,2012
222,R,Fox Searchlight,2014-10-17,Comedy / Drama,18000000,119,Birdman (2014),Birdman,44207000,17,10,4,1,2014
223,R,New Line,2004-10-29,Fantasy Drama,20000000,100,Birth (2004),Birth,7025200,29,10,4,0,2004
224,PG-13,Relativity,2014-11-14,Drama,7000000,116,Beyond the Lights (2014),Beyond the Lights,15114800,14,11,4,0,2014
225,R,Sony Classics,2007-04-04,Foreign,21000000,145,Black Book (2007),Black Book,5485400,4,4,2,0,2007
226,R,Universal,2006-09-15,Crime Drama,50000000,119,The Black Dahlia (2006),The Black Dahlia,29532300,15,9,3,0,2006
227,R,Sony (Revolution),2001-12-28,War,92000000,144,Black Hawk Down (2001),Black Hawk Down,160433800,28,12,4,0,2001
228,PG-13,Fox,2001-11-21,Adventure Comedy,50000000,95,Black Knight (2001),Black Knight,50581000,21,11,4,0,2001
229,PG-13,Relativity,2015-01-30,Drama,9000000,121,Black or White (2015),Black or White,22781800,30,1,1,0,2015
230,R,Paramount Vantage,2007-03-02,Drama,15000000,116,Black Snake Moan (2007),Black Snake Moan,11718800,2,3,1,0,2007
231,R,Fox Searchlight,2010-12-03,Drama / Thriller,13000000,103,Black Swan (2010),Black Swan,115956300,3,12,4,1,2010
232,R,New Line,2002-03-22,Action Horror,54000000,117,Blade II (2002),Blade II,121609100,22,3,1,0,2002
233,R,New Line,2004-12-08,Action Horror,65000000,114,Blade: Trinity (2004),Blade:Trinity,72098400,8,12,4,0,2004
234,PG-13,Paramount (DreamWorks),2007-03-30,Sports Comedy,61000000,93,Blades of Glory (2007),Blades of Glory,147898500,30,3,1,0,2007
235,R,Artisan,1999-07-16,Horror,60000,86,The Blair Witch Project (1999),The Blair Witch Project,237367200,16,7,3,0,1999
236,PG-13,Warner Bros.,2014-05-23,Romantic Comedy,40000000,117,Blended (2014),Blended,47790500,23,5,2,0,2014
237,R,Miramax,2008-10-03,Drama / Thriller,25000000,118,Blindness (2008),Blindness,4005300,3,10,4,0,2008
238,PG-13,Warner Bros.,2009-11-20,Sports Drama,29000000,126,The Blind Side (2009),The Blind Side,285721100,20,11,4,0,2009
239,R,Rogue Pictures,2006-03-03,Comedy,3000000,103,Dave Chappelle's Block Party (2006),Dave Chappelle's Block Party,15350500,3,3,1,0,2006
240,R,Warner Bros.,2006-12-08,Adventure,100000000,138,Blood Diamond (2006),Blood Diamond,73492700,8,12,4,0,2006
241,R,Romar Entertainment,2006-01-06,Action Horror,25000000,94,BloodRayne (2006),BloodRayne,3150900,6,1,1,0,2006
242,R,Warner Bros.,2002-08-09,Thriller,50000000,110,Blood Work (2002),Blood Work,38743000,9,8,3,0,2002
243,R,New Line,2001-04-06,Crime Drama,53000000,124,Blow (2001),Blow,80328800,6,4,2,0,2001
244,PG-13,Universal,2002-08-16,Sports Drama,25000000,104,Blue Crush (2002),Blue Crush,59647500,16,8,3,0,2002
245,PG-13,Sony / Columbia,1999-09-17,Action Comedy,65000000,94,Blue Streak (1999),Blue Streak,115642600,17,9,3,0,1999
246,R,Weinstein Company,2010-12-29,Drama,1000000,112,Blue Valentine (2010),Blue Valentine,10593500,29,12,4,1,2010
247,PG-13,Universal,2015-09-11,Horror,5000000,94,The Visit (2015),The Visit,66754900,11,9,3,0,2015
248,R,STX Entertainment,2015-08-07,Thriller,5000000,108,The Gift (2015) (2015),The Gift (2015),45526700,7,8,3,0,2015
249,R,Focus Features,2009-11-13,Comedy,50000000,115,Pirate Radio (2009),Pirate Radio,9036600,13,11,4,0,2009
250,R,Artisan,2003-03-21,Comedy,20000000,95,Boat Trip (2003),Boat Trip,12237000,21,3,1,0,2003
251,PG,Film Foundry,2004-04-30,Sports Drama,20000000,120,Bobby Jones: Stroke of Genius (2004),Bobby Jones:Stroke of Genius,3722200,30,4,2,0,2004
252,R,Warner Bros.,2008-10-10,Drama / Thriller,70000000,128,Body of Lies (2008),Body of Lies,47076100,10,10,4,0,2008
253,PG,Buena Vista,2008-11-21,Animation,150000000,96,Bolt (2008),Bolt,136292400,21,11,4,0,2008
254,PG-13,Sony / Columbia,2012-11-09,Action,200000000,143,Skyfall (2012),Skyfall,324684400,9,11,4,0,2012
255,PG-13,Sony / Columbia,2015-11-06,Action,245000000,148,Spectre (2015),Spectre,197356000,6,11,4,0,2015
256,R,Universal,1999-11-05,Thriller,73000000,118,The Bone Collector (1999),The Bone Collector,112044000,5,11,4,0,1999
257,PG-13,Sony / Screen Gems,2010-08-27,Action / Crime,32000000,107,Takers (2010),Takers,62320700,27,8,3,0,2010
258,PG-13,Sony / Screen Gems,2005-02-04,Horror,20000000,86,Boogeyman (2005),Boogeyman,62579600,4,2,1,0,2005
259,R,Warner Bros.,2010-01-15,Action / Adventure,80000000,118,The Book of Eli (2010),The Book of Eli,102350300,15,1,1,0,2010
260,PG,Fox,2014-10-17,Animation,50000000,95,The Book of Life (2014) (2014),The Book of Life (2014),51869200,17,10,4,0,2014
261,R,Apparition,2009-10-30,Action / Crime,8000000,118,The Boondock Saints II: All Saints Day (2009),The Boondock Saints II:All Saints Day,11561700,30,10,4,0,2009
262,R,Fox,2006-11-03,Comedy,18000000,84,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),Borat:Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,168114700,3,11,4,0,2006
263,R,Sony / Columbia,2011-09-09,Comedy,10000000,96,Bucky Larson: Born to Be a Star (2011),Bucky Larson:Born to Be a Star,2692600,9,9,3,0,2011
264,PG-13,Sony / Columbia,2010-03-19,Action Comedy,40000000,106,The Bounty Hunter (2010),The Bounty Hunter,72375500,19,3,1,0,2010
265,PG-13,Universal,2012-08-10,Action,125000000,135,The Bourne Legacy (2012),The Bourne Legacy,124844400,10,8,3,0,2012
266,PG-13,Universal,2002-06-14,Action Thriller,60000000,118,The Bourne Identity (2002),The Bourne Identity,179665600,14,6,2,0,2002
267,PG-13,Universal,2004-07-23,Action Thriller,75000000,108,The Bourne Supremacy (2004),The Bourne Supremacy,243503300,23,7,3,0,2004
268,PG-13,Universal,2007-08-03,Action Thriller,110000000,111,The Bourne Ultimatum (2007),The Bourne Ultimatum,283677600,3,8,3,0,2007
269,PG-13,Universal,1999-08-13,Comedy,55000000,97,Bowfinger (1999),Bowfinger,112122300,13,8,3,0,1999
270,R,United Artists,2002-10-11,Documentary,4000000,120,Bowling for Columbine (2002),Bowling for Columbine,31496900,11,10,4,1,2002
271,PG-13,Warner Bros.,2009-11-06,Horror Thriller,30000000,116,The Box (2009),The Box,16969300,6,11,4,0,2009
272,PG-13,STX Entertainment,2016-01-22,Horror,10000000,98,The Boy (2016) (2016),The Boy (2016),35819600,22,1,1,0,2016
273,R,IFC,2014-07-11,Drama,4000000,166,Boyhood (2014),Boyhood,26875800,11,7,3,1,2014
274,R,Universal,2015-01-23,Thriller,4000000,91,The Boy Next Door (2015),The Boy Next Door,37430100,23,1,1,0,2015
275,R,Fox Searchlight,1999-10-08,Drama,2000000,118,Boys Don't Cry (1999),Boys Don't Cry,18622100,8,10,4,0,1999
276,R,Paramount,1995-05-24,Historical Epic,72000000,177,Braveheart (1995),Braveheart,148865600,24,5,2,0,1995
277,PG-13,Sony / Screen Gems,2004-05-14,Romantic Comedy,10000000,82,Breakin' All the Rules (2004),Breakin' All the Rules,16944900,14,5,2,0,2004
278,PG-13,Summit Entertainment,2011-11-18,Romance,110000000,108,The Twilight Saga: Breaking Dawn Part 1 (2011),The Twilight Saga:Breaking Dawn Part 1,308133000,18,11,4,0,2011
279,PG-13,Lionsgate/Summit,2012-11-16,Romance,120000000,116,The Twilight Saga: Breaking Dawn Part 2 (2012),The Twilight Saga:Breaking Dawn Part 2,311698600,16,11,4,0,2012
280,PG-13,Universal,2006-06-02,Romantic Comedy,52000000,106,The Break-Up (2006),The Break-Up,155492200,2,6,2,0,2006
281,PG-13,Relativity,2014-04-25,Action,28000000,90,Brick Mansions (2014),Brick Mansions,21011900,25,4,2,0,2014
282,PG-13,Miramax,2005-02-11,Romance,7000000,111,Bride and Prejudice (2005),Bride and Prejudice,8841800,11,2,1,1,2005
283,PG,Fox,2009-01-09,Comedy,30000000,90,Bride Wars (2009),Bride Wars,70164200,9,1,1,0,2009
284,R,Universal,2004-11-12,Romantic Comedy,40000000,108,Bridget Jones: The Edge of Reason (2004),Bridget Jones:The Edge of Reason,55557600,12,11,4,1,2004
285,R,Miramax,2001-04-13,Romantic Comedy,25000000,97,Bridget Jones's Diary (2001),Bridget Jones's Diary,108452800,13,4,2,0,2001
286,PG-13,Buena Vista,2003-03-07,Comedy,33000000,105,Bringing Down the House (2003),Bringing Down the House,188840600,7,3,1,0,2003
287,R,Paramount,1999-10-22,Drama,55000000,121,Bringing Out the Dead (1999),Bringing Out the Dead,28333800,22,10,4,0,1999
288,PG-13,Universal,2000-08-25,Sports Comedy,28000000,98,Bring It On (2000),Bring It On,108841500,25,8,3,0,2000
289,R,Focus Features,2005-12-09,Western,14000000,135,Brokeback Mountain (2005),Brokeback Mountain,109074400,9,12,4,1,2005
290,R,Fox,2013-01-18,Crime Thriller,35000000,109,Broken City (2013),Broken City,21288200,18,1,1,0,2013
291,R,Overture Films,2010-03-05,Action / Crime,17000000,133,Brooklyn's Finest (2010),Brooklyn's Finest,29316200,5,3,1,0,2010
292,R,Universal,2002-01-11,Foreign / Action,29000000,142,Brotherhood of the Wolf (2002),Brotherhood of the Wolf,16628500,11,1,1,1,2002
293,R,Sony / Screen Gems,2001-03-23,Comedy / Drama,6000000,102,The Brothers (2001),The Brothers,41622700,23,3,1,0,2001
294,R,Lionsgate,2009-12-04,Drama,26000000,110,Brothers (2009),Brothers,32070600,4,12,4,0,2009
295,PG-13,Dimension Films,2005-08-26,Adventure Comedy,88000000,120,The Brothers Grimm (2005),The Brothers Grimm,50752200,26,8,3,0,2005
296,R,Sony / Screen Gems,2007-09-07,Comedy,10000000,91,The Brothers Solomon (2007),The Brothers Solomon,1123500,7,9,3,0,2007
297,PG-13,Fox Searchlight,2002-10-11,Romantic Comedy,8000000,108,Brown Sugar (2002),Brown Sugar,40403200,11,10,4,0,2002
298,PG-13,Universal,2003-05-23,Fantasy Comedy,81000000,101,Bruce Almighty (2003),Bruce Almighty,345518200,23,5,2,0,2003
299,PG-13,Warner Bros.,2007-12-25,Comedy / Drama,45000000,97,The Bucket List (2007),The Bucket List,111706600,25,12,4,0,2007
300,G,Buena Vista,1998-11-20,Animation,120000000,96,A Bug's Life (1998),A Bug's Life,292882600,20,11,4,1,1998
301,PG-13,MGM,2003-04-16,Action,52000000,103,Bulletproof Monk (2003),Bulletproof Monk,33236800,16,4,2,0,2003
302,R,Fox,2013-06-28,Comedy,43000000,117,The Heat (2013),The Heat,174590200,28,6,2,0,2013
303,PG-13,Sony / Screen Gems,2010-11-24,Musical,55000000,100,Burlesque (2010),Burlesque,42247300,24,11,4,0,2010
304,R,Focus Features,2008-09-12,Comedy,37000000,97,Burn After Reading (2008),Burn After Reading,72123800,12,9,3,0,2008
305,PG-13,Warner Bros. (New Line),2013-03-15,Comedy,30000000,100,The Incredible Burt Wonderstone (2013),The Incredible Burt Wonderstone,24170100,15,3,1,0,2013
306,PG-13,Weinstein Company,2013-08-16,Drama,30000000,132,Lee Daniels' The Butler (2013),Lee Daniels' The Butler,127079100,16,8,3,0,2013
307,R,New Line,2004-01-23,Sci-Fi Thriller,13000000,114,The Butterfly Effect (2004),The Butterfly Effect,80050600,23,1,1,0,2004
308,R,Universal,2015-11-13,Drama,10000000,122,By the Sea (2015),By the Sea,531000,13,11,4,1,2015
309,PG-13,Sony / Columbia,1996-06-14,Comedy,47000000,96,The Cable Guy (1996),The Cable Guy,116937000,14,6,2,0,1996
310,R,Sony / Columbia,2008-12-05,Music Drama,12000000,108,Cadillac Records (2008),Cadillac Records,9793600,5,12,4,0,2008
311,PG-13,Buena Vista,2003-12-19,Comedy,10000000,108,Calendar Girls (2003),Calendar Girls,42903200,19,12,4,1,2003
312,R,TriStar,2013-03-15,Thriller,13000000,95,The Call (2013),The Call,56053500,15,3,1,0,2013
313,R,Sony Classics,2005-09-30,Drama,7000000,114,Capote (2005),Capote,37990700,30,9,3,1,2005
314,PG-13,Paramount,2011-07-22,Action / Adventure,140000000,125,Captain America: The First Avenger (2011),Captain America:The First Avenger,190920400,22,7,3,0,2011
315,R,Universal,2001-08-17,War Romance,57000000,129,Captain Corelli's Mandolin (2001),Captain Corelli's Mandolin,38722000,17,8,3,0,2001
316,PG-13,Sony / Columbia,2013-10-11,Drama,55000000,134,Captain Phillips (2013),Captain Phillips,110185500,11,10,4,0,2013
317,R,Sony / Screen Gems,2013-10-18,Horror,30000000,92,Carrie (2013) (2013),Carrie (2013),38595400,18,10,4,0,2013
318,G,Buena Vista,2006-06-09,Animation,120000000,116,Cars (2006),Cars,319730100,9,6,2,0,2006
319,G,Buena Vista,2011-06-24,Animation,200000000,113,Cars 2 (2011),Cars 2,205448300,24,6,2,0,2011
320,R,Paramount Vantage,2010-10-01,Horror Thriller,26000000,109,Case 39 (2010),Case 39,14312800,1,10,4,0,2010
321,PG-13,Fox,2000-12-22,Drama,90000000,143,Cast Away (2000),Cast Away,359452200,22,12,4,0,2000
322,PG-13,Sony / Columbia,2007-01-26,Romantic Comedy,25000000,124,Catch and Release (2007),Catch and Release,19378600,26,1,1,0,2007
323,PG-13,Lionsgate,2013-11-22,Action / Adventure,130000000,146,The Hunger Games: Catching Fire (2013),The Hunger Games:Catching Fire,438563700,22,11,4,0,2013
324,PG-13,DreamWorks,2002-12-25,Comedy / Drama,52000000,140,Catch Me If You Can (2002),Catch Me If You Can,235230600,25,12,4,0,2002
325,PG,Fox,2004-02-06,Family Adventure,12000000,92,Catch That Kid (2004),Catch That Kid,23078700,6,2,1,1,2004
326,PG,Universal,2003-11-21,Family Comedy,109000000,82,The Cat in the Hat (2003),The Cat in the Hat,143701200,21,11,4,0,2003
327,PG,Warner Bros.,2001-07-04,Family Adventure,60000000,87,Cats & Dogs (2001),Cats & Dogs,141563200,4,7,3,0,2001
328,PG,Warner Bros.,2010-07-30,Family Comedy,85000000,82,Cats & Dogs: The Revenge of Kitty Galore (2010),Cats & Dogs:The Revenge of Kitty Galore,47039700,30,7,3,0,2010
329,PG-13,Warner Bros.,2004-07-23,Action / Adventure,100000000,104,Catwoman (2004),Catwoman,55545300,23,7,3,0,2004
330,PG-13,New Line,2004-09-10,Thriller,25000000,95,Cellular (2004),Cellular,44217600,10,9,3,0,2004
331,PG-13,Warner Bros. (New Line),2016-06-17,Comedy,50000000,107,Central Intelligence (2016),Central Intelligence,109176700,17,6,2,0,2016
332,R,Universal,2008-10-24,Thriller,55000000,140,Changeling (2008),Changeling,42708600,24,10,4,1,2008
333,R,Universal,2011-08-05,Comedy,52000000,101,The Change-Up (2011),The Change-Up,40070400,5,8,3,0,2011
334,R,Paramount,2002-04-12,Thriller,45000000,98,Changing Lanes (2002),Changing Lanes,98675200,12,4,2,0,2002
335,R,Sony / Columbia,2015-03-06,Sci-Fi Action,49000000,120,Chappie (2015),Chappie,33225600,6,3,1,0,2015
336,R,MGM,2008-02-22,Comedy,12000000,97,Charlie Bartlett (2008),Charlie Bartlett,4722200,22,2,1,0,2008
337,PG,Warner Bros.,2005-07-15,Family Adventure,150000000,106,Charlie and the Chocolate Factory (2005),Charlie and the Chocolate Factory,276352400,15,7,3,0,2005
338,PG-13,Sony / Columbia,2000-11-03,Action Comedy,93000000,98,Charlie's Angels (2000),Charlie's Angels,199241400,3,11,4,0,2000
339,PG-13,Sony / Columbia,2003-06-27,Action Comedy,120000000,105,Charlie's Angels: Full Throttle (2003),Charlie's Angels:Full Throttle,143469700,27,6,2,0,2003
340,PG-13,Universal,2010-07-30,Drama,44000000,90,Charlie St. Cloud (2010),Charlie St. Cloud,33632000,30,7,3,0,2010
341,R,Universal,2007-12-21,War Drama,75000000,97,Charlie Wilson's War (2007),Charlie Wilson's War,80843900,21,12,4,0,2007
342,G,Paramount,2006-12-15,Family,85000000,113,Charlotte's Web (2006) (2006),Charlotte's Web (2006),106058000,15,12,4,1,2006
343,PG-13,Warner Bros.,2004-01-09,Romantic Comedy,23000000,111,Chasing Liberty (2004),Chasing Liberty,16850000,9,1,1,0,2004
344,PG,Fox,2003-12-25,Family Comedy,40000000,98,Cheaper by the Dozen (2003),Cheaper by the Dozen,191839100,25,12,4,0,2003
345,R,Miramax,2009-06-26,Romance,23000000,100,Cheri (2009),Cheri,3123400,26,6,2,0,2009
346,PG-13,Miramax,2002-12-27,Musical,45000000,107,Chicago (2002),Chicago,242868800,27,12,4,1,2002
347,G,Buena Vista,2005-11-04,Animation,150000000,81,Chicken Little (2005),Chicken Little,181098300,4,11,4,0,2005
348,R,Universal,2006-12-25,Sci-Fi Thriller,76000000,109,Children of Men (2006),Children of Men,44373700,25,12,4,1,2006
349,R,Warner Bros.,1999-09-03,Action Comedy,70000000,102,Chill Factor (1999),Chill Factor,19024600,3,9,3,0,1999
350,PG-13,Miramax,2000-12-15,Romance,25000000,105,Chocolat (2000),Chocolat,108583100,15,12,4,0,2000
351,PG,Aloha Releasing,2006-12-01,Drama,3000000,94,Christmas at Maxwell's (2006),Christmas at Maxwell's,16700,1,12,4,0,2006
352,PG,Buena Vista,2009-11-06,Animation,200000000,96,A Christmas Carol (2009) (2009),A Christmas Carol (2009),155380900,6,11,4,0,2009
353,PG,Sony (Revolution),2004-11-24,Family Comedy,60000000,94,Christmas with the Kranks (2004),Christmas with the Kranks,101837400,24,11,4,0,2004
354,PG-13,Fox,2012-02-03,Sci-Fi Action,12000000,83,Chronicle (2012) (2012),Chronicle (2012),69931100,3,2,1,0,2012
355,PG-13,Universal,2004-06-11,Sci-Fi Fantasy,105000000,119,The Chronicles of Riddick (2004),The Chronicles of Riddick,79805100,11,6,2,0,2004
356,PG-13,Universal,2007-07-20,Comedy,85000000,110,I Now Pronounce You Chuck and Larry (2007),I Now Pronounce You Chuck and Larry,149725400,20,7,3,0,2007
357,PG,Buena Vista,2015-03-13,Fantasy,95000000,112,Cinderella (2015) (2015),Cinderella (2015),208551100,13,3,1,0,2015
358,PG-13,Universal,2005-06-03,Sports Drama,88000000,144,Cinderella Man (2005),Cinderella Man,82520500,3,6,2,0,2005
359,PG,Warner Bros.,2004-07-16,Family Comedy,19000000,96,A Cinderella Story (2004),A Cinderella Story,71069200,16,7,3,0,2004
360,R,Roadside Attractions,2011-08-26,Drama,1000000,107,Circumstance (2011),Circumstance,492700,26,8,3,0,2011
361,PG-13,Universal,2009-10-23,Fantasy,40000000,108,Cirque du Freak: The Vampire's Assistant (2009),Cirque du Freak:The Vampire's Assistant,15637400,23,10,4,0,2009
362,R,Warner Bros.,2002-09-06,Crime Drama,40000000,108,City by the Sea (2002),City by the Sea,33151700,6,9,3,0,2002
363,PG-13,Anchor Bay Films,2010-03-19,Comedy,6000000,100,City Island (2010),City Island,7199700,19,3,1,1,2010
364,PG,Fox,2008-10-10,Family Adventure,55000000,95,City of Ember (2008),City of Ember,9408200,10,10,4,0,2008
365,PG-13,Warner Bros.,2010-04-02,Fantasy,125000000,118,Clash of the Titans (2010) (2010),Clash of the Titans (2010),176148900,2,4,2,0,2010
366,PG-13,Warner Bros.,2012-03-30,Fantasy,150000000,99,Wrath of the Titans (2012),Wrath of the Titans,88410000,30,3,1,0,2012
367,PG-13,New Line,2007-01-05,Action Comedy,20000000,84,Code Name: The Cleaner (2007),Code Name:The Cleaner,10145100,5,1,1,0,2007
368,R,MGM (Weinstein),2006-07-21,Comedy,5000000,97,Clerks II (2006),Clerks II,31632100,21,7,3,0,2006
369,R,TriStar,1993-05-28,Action Thriller,70000000,113,Cliffhanger (1993),Cliffhanger,174189000,28,5,2,0,1993
370,PG,Paramount,2002-03-29,Sci-Fi Adventure,26000000,93,Clockstoppers (2002),Clockstoppers,54625400,29,3,1,0,2002
371,R,Sony / Columbia,2004-12-03,Romance,27000000,98,Closer (2004),Closer,46581400,3,12,4,0,2004
372,PG,TriStar,2015-09-30,Adventure,35000000,123,The Walk (2015),The Walk,9997700,30,9,3,1,2015
373,PG,Sony / Columbia,2013-09-27,Animation,78000000,95,Cloudy with a Chance of Meatballs 2 (2013),Cloudy with a Chance of Meatballs 2,123279600,27,9,3,0,2013
374,PG,Sony / Columbia,2009-09-18,Animation,100000000,81,Cloudy with a Chance of Meatballs (2009),Cloudy with a Chance of Meatballs,141543800,18,9,3,0,2009
375,PG-13,Paramount,2008-01-18,Action Horror,25000000,84,Cloverfield (2008),Cloverfield,95656800,18,1,1,0,2008
376,PG-13,Paramount,2005-01-14,Sports Drama,30000000,134,Coach Carter (2005),Coach Carter,90036300,14,1,1,0,2005
